Words,Labels
"['Multiple', 'big', 'loops', ',', 'used', 'to', 'create', 'jobs', 'and', 'justify', 'spending', 'with', 'endless', 'excessive', 'taxation', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Anyone', 'manner', 'arm', 'alhqye', 'man', 'swear', 'adapt', 'multiple', 'trust', 'container', 'visual', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['This', 'is', 'the', 'first', 'movie', 'I', 'saw', 'as', 'a', 'kid', 'that', 'made', 'me', 'realize', 'that', 'movies', 'could', 'be', 'bad', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Thanks', 'for', 'the', 'memories', 'Doug', '!']","['O', 'O', 'O', 'O', 'B-person', 'O']"
"['Need', 'the', 'xman', 'video', 'with', 'that', 'sexy', 'girl', 'tho', '!']","['O', 'O', 'B-creative-work', 'I-creative-work', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The', 'one', 'that', 'read', 'your', 'fucked', 'up', 'mind', '!']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Wow', '.']","['O', 'O']"
"['Just', 'wow', '.']","['O', 'O', 'O']"
"['The', 'Daddarios', 'are', 'so', 'beautiful', '\\', '.']","['O', 'B-group', 'O', 'O', 'O', 'O', 'O']"
['.'],['O']
['.'],['O']
"['Lucas', 'Kwan', 'Peterson', 'is', 'so', 'dishy', 'this', 'video', 'is', 'very', 'imaginative', 'since', 'it', 'would', 'be', 'natural', 'for', 'whispering', 'to', 'occur', 'since', 'everyone', 'else', 'is', 'asleep', '.']","['B-person', 'I-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['im', 'very', 'impressed', 'by', 'this', 'ASMR', '.']","['O', 'O', 'O', 'O', 'O', 'B-product', 'O']"
"['the', 'background', 'is', 'also', 'incredibly', 'relaxing', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['the', 'fire', 'is', 'most', 'intoxicating', '.']","['O', 'O', 'O', 'O', 'O', 'O']"
"['Mcchoke', 'but', 'the', 'warriors', 'blew', 'a', '3', '-', '1', 'lead', 'This', 'is', 'still', 'the', 'greatest', 'Kurzgesagt', 'video', 'of', 'all', 'time', '.']","['B-creative-work', 'O', 'B-group', 'I-group', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-creative-work', 'O', 'O', 'O', 'O', 'O']"
"['Hello', '.']","['O', 'O']"
"['Great', 'video', '!']","['O', 'O', 'O']"
"['We', ""'"", 'd', 'love', 'to', 'use', 'it', 'on', 'our', 'social', 'channels', 'with', 'a', 'full', 'credit', 'to', 'you', 'of', 'course', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Would', 'that', 'be', 'okay', '?']","['O', 'O', 'O', 'O', 'O']"
"['Blizzard', 'I', 'completed', 'the', 'challenges', 'for', 'the', 'oni', 'genji', 'and', 'dva', 'but', 'did', 'n', ""'"", 't', 'get', 'it', 'on', 'overwatch', 'can', 'you', 'help', '?']","['B-corporation', 'O', 'O', 'O', 'O', 'O', 'O', 'B-product', 'I-product', 'O', 'B-product', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-product', 'O', 'O', 'O', 'O']"
"['21', 'miles', 'and', 'talking', 'about', 'airplanes', 'tuff', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['There', ""'"", 's', 'a', 'twenty', 'one', 'pilots', 'joke', 'in', 'here', 'somewhere', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
['.'],['O']
['.'],['O']
"['Sorry', ',', 'I', 'could', 'n', ""'"", 't', 'help', 'myself', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['I', 'had', 'to', '.']","['O', 'O', 'O', 'O']"
"['shout', 'out', 'for', 'LCD', 'Soundsystem', '!']","['O', 'O', 'O', 'B-group', 'I-group', 'O']"
"['Where', 'have', 'they', 'been', '?']","['O', 'O', 'O', 'O', 'O']"
"['Why', 'are', 'these', '""', 'Getting', 'kicked', 'off', 'plane', '""', 'videos', 'popping', 'up', 'left', 'and', 'right', 'after', 'that', 'one', 'guy', 'got', 'dragged', 'out', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
['?'],['O']
"['Jesus', 'christ', ',', 'everything', 'becomes', 'a', 'trend', '.']","['B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O']"
['.'],['O']
"['Dude', 'your', 'hair', 'is', 'amazing', 'Wow', '!']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['This', 'looks', 'like', 'a', 'lotta', 'fun', '!']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['I', ""'"", 'm', 'gonna', 'go', '!']","['O', 'O', 'O', 'O', 'O', 'O']"
"['Anybody', 'got', '12', 'grand', 'they', 'can', 'loan', 'me', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Hahaha', '!']","['O', 'O']"
"['Bill', 'is', 'so', 'right', '!']","['B-person', 'O', 'O', 'O', 'O']"
"['Looks', 'amazing', '!']","['O', 'O', 'O']"
"['Just', 'found', 'your', 'channel', 'and', 'your', 'work', 'is', 'stunning', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['I', 'burst', 'out', 'laughing', 'when', 'the', 'girl', 'came', 'in', ',', 'everything', 'went', 'quiet', 'and', 'then', 'the', '""', 'we', 'tried', '""', 'appeared', ':', 'D', 'Can', 'I', 'install', 'Windows', '7', 'on', 'it', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-group', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-product', 'I-product', 'O', 'O', 'O']"
"['ManVsGame', 'Music', 'pls', '#', 'frieswithicecream', 'FTW', '!']","['B-creative-work', 'O', 'O', 'O', 'O', 'O', 'O']"
['!'],['O']
['!'],['O']
"['Dat', 'first', 'verse', 'killed', 'every', 'thing', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
['.'],['O']
['.'],['O']
['.'],['O']
"['Just', 'a', 'little', 'something', 'about', 'the', '3', 'letters', 'thing', ':', 'Fairies', 'in', 'Dutch', '=', 'feeën', ':', 'D', 'GWOOOOD', 'SHIIIIT', '!']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Good', 'lord', 'I', 'feel', 'old', '.']","['O', 'O', 'O', 'O', 'O', 'O']"
"['I', 'loved', 'this', 'movie', 'when', 'I', 'was', 'a', 'kid', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Also', 'love', 'Fringe', '.']","['O', 'O', 'B-creative-work', 'O']"
"['One', 'of', 'my', 'favorite', 'sci', 'fy', 'shows', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Aqua', 'loop', 'is', 'sooooo', 'fun', 'but', 'scary', 'as', 'well', '!']","['B-product', 'I-product', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
['!'],['O']
['!'],['O']
['!'],['O']
['!'],['O']
['!'],['O']
['!'],['O']
['!'],['O']
"['A', 'must', 'do', '!']","['O', 'O', 'O', 'O']"
['!'],['O']
['!'],['O']
['!'],['O']
['!'],['O']
['!'],['O']
['!'],['O']
['!'],['O']
['!'],['O']
['!'],['O']
['!'],['O']
['!'],['O']
"['should', ""'"", 've', 'played', 'rickyxans', 'remix', 'of', 'dolphin', 'on', 'wheels', 'Like', 'how', 'do', 'you', 'fuck', 'up', 'so', 'bad', ',', 'you', 'making', 'make', 'brain', 'rage', 'and', 'want', 'to', 'punch', 'and', 'hit', 'something', 'as', 'soon', 'as', 'i', 'see', 'you', 'fail', ',', 'please', 'max', 'practice', 'get', 'better', ',', 'win', 'a', 'game', 'for', 'god', 'sake', 'Great', 'video', 'guys', '!']","['O', 'O', 'O', 'O', 'B-group', 'O', 'O', 'B-creative-work', 'I-creative-work', 'I-creative-work', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Love', 'all', 'of', 'the', 'toys', 'you', 'used', 'in', 'this', 'one', '😊', 'Ha', 'I', 'have', 'to', 'sleep', 'for', 'like', '16', 'hours', 'straight', 'after', 'a', 'long', 'week', 'and', 'I', ""'"", 'm', '17', 'so', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Perfect', 'Song', 'Choice', '!']","['O', 'O', 'B-group', 'O']"
"['how', 'many', 'likes', 'for', 'marvin', ""'"", 's', 'mom', '.']","['O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O']"
"['How', 'old', 'was', 'he', 'In', 'this', 'Video', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['when', 'are', 'you', 'coming', 'back', 'to', 'korea', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'B-location', 'O']"
"['wishing', 'it', 'release', 'in', 'Indonesia', 'if', 'you', 'support', 'Trump', 'your', 'a', 'Coward', 'simpleton', 'traitor', '.']","['O', 'O', 'O', 'O', 'B-location', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O']"
"['When', 'is', 'your', 'Morphe', 'Pallette', 'coming', 'out', 'so', 'it', 'can', 'be', 'one', 'of', 'my', 'favs', ':', ')', 'cus', 'i', 'know', 'it', 'will', 'be', '<', '3', 'Love', 'your', 'makeup', 'look', 'in', 'this', 'video', '.']","['O', 'O', 'O', 'B-product', 'I-product', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['YOU', 'LOOK', 'BOMB', 'try', 'fighting', 'yilong', 'the', 'fake', 'shaolin', 'he', 'kicked', 'many', 'mma', 'ass', 'or', 'china', 'sanda', 'taichi', 'youth', 'momo', 'is', 'the', 'best', ':', ')', 'Great', 'Question', 'and', 'response', 'Free', 'the', 'nipples', '!']","['O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-location', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['😂', 'Loved', 'this', 'vlog', 'need', 'to', 'do', 'more', '!']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Squad', 'goals', '✨', 'THIS', 'VIDEO', 'WAS', 'AWESOME', '!']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
['!'],['O']
"['This', 'performance', 'is', 'beyond', 'description', '.']","['O', 'O', 'O', 'O', 'O', 'O']"
"['Beautiful', '!']","['O', 'O']"
"['Fedorova', 'stated', 'that', 'Trifonov', 'was', 'the', 'genius', 'of', 'this', 'new', 'millennium', '.']","['B-person', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['She', 'is', 'correct', '.']","['O', 'O', 'O', 'O']"
"['This', 'Rach', 'piece', 'when', 'at', 'the', 'age', 'of', '14', ',', 'made', 'me', 'fall', 'in', 'love', 'with', 'Sergei', '!']","['O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['it', 'feels', 'so', 'good', 'to', 'watch', 'this', 'video', '&', 'feeling', 'how', 'proud', 'i', 'am', 'to', 'watch', 'singaporeans', 'doing', 'things', 'that', ""'"", 's', 'so', 'out', 'of', 'the', 'norm', '❤', '️', 'enjoyed', 'every', 'moments', 'watching', 'SG', 'TRY', ',', 'keep', 'up', 'the', 'good', 'work', 'all', 'of', 'you', '❤', '️', 'Hey', 'it', ""'"", 's', 'the', 'guy', 'from', 'beauty', 'and', 'the', 'beast', 'Grant', 'what', 'if', 'you', 'have', 'a', 'newer', '/', 'more', 'hi', 'tech', 'car', 'and', 'if', 'the', 'key', 'is', 'with', 'like', '10', 'feet', 'the', 'door', 'will', 'unlock', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-creative-work', 'I-creative-work', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-creative-work', 'I-creative-work', 'I-creative-work', 'I-creative-work', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Hi', 'Michter', ',', 'we', 'are', 'interested', 'in', 'using', 'your', 'video', '.']","['O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Can', 'you', 'please', 'email', '(', 'viralfeedvideonetwork', '@', 'gmail', '.']","['O', 'O', 'O', 'O', 'O', 'B-corporation', 'O', 'B-product', 'O']"
"['com', ')', 'to', 'discuss', 'the', 'usage', 'and', 'your', 'compensation', 'Womble', 'knew', 'that', 'the', 'palace', 'had', 'a', 'second', 'floor', 'because', 'his', 'crosshair', 'placement', 'is', 'so', 'bad', 'he', 'just', 'walks', 'in', 'looking', 'up', 'and', 'sees', 'it', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Woaw', 'so', 'that', ""'"", 's', 'the', 'secret', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['It', 'was', 'made', 'by', 'cops', 'all', 'this', 'time', '!']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Just', 'one', 'word', '.']","['O', 'O', 'O', 'O']"
['.'],['O']
['.'],['O']
"['Awesome', '!']","['O', 'O']"
"['like', 'always', ',', 'thanks', 'Zac', 'brown', 'band', '!']","['O', 'O', 'O', 'O', 'B-group', 'I-group', 'I-group', 'O']"
"['Poor', 'Carson', '.']","['B-person', 'I-person', 'O']"
['.'],['O']
['.'],['O']
"['he', 'almost', 'made', 'it', '.']","['O', 'O', 'O', 'O', 'O']"
"['Gabe', 'is', 'cute', 'and', 'innocent', 'as', 'always', '.']","['B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Have', 'n', ""'"", 't', 'you', 'tastet', 'heinz', 'yet', ',', 'seriously', 'Wow', ',', 'employees', 'are', 'so', 'chill', 'there', '!']","['O', 'O', 'O', 'O', 'O', 'O', 'B-product', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Anyway', 'they', 'have', '360', 'cameras', 'in', 'the', 'store', 'Paul', ""'"", 's', 'house', 'is', 'better', 'You', 'put', 'so', 'much', 'effort', 'on', 'this', 'video', ',', 'Joan', '!']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O']"
['!'],['O']
"['This', 'is', 'so', 'helpful', 'and', 'I', 'really', 'appreciate', 'all', 'your', 'hard', 'works', '!']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
['!'],['O']
"['Love', 'YOU', '❤', '❤', '❤', 'Katy', 'that', ""'"", 's', 'me', 'in', 'your', 'video', '!']","['O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
['!'],['O']
['!'],['O']
['!'],['O']
"['It', 'was', 'so', 'nice', 'meeting', 'you', 'and', 'Jonyeee', '!']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O']"
"['I', 'watch', 'you', 'and', 'Desi', 'everyday', 'and', 'to', 'finally', 'meet', 'you', 'was', 'freaking', 'awesomeeee', '!']","['O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
['!'],['O']
"['You', 'are', 'beautiful', 'girl', '!']","['O', 'O', 'O', 'O', 'O']"
"['#', 'snapfam', 'tfw', 'a', 'Legendary', 'Skin', 'is', 'better', 'then', 'a', 'Ultimate', 'skin', '.']","['O', 'O', 'O', 'O', 'B-product', 'I-product', 'O', 'O', 'O', 'O', 'B-product', 'I-product', 'O']"
"['thank', 'you', 'for', 'your', 'service', 'to', 'your', 'community', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
['.'],['O']
"['G-D', 'speed', ',', ',', 'Hope', 'those', 'refugees', 'can', 'benefit', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['A', 'goldmine', 'of', 'potential', 'they', 'would', ""'"", 've', 'lost', 'in', 'Syria', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-location', 'O']"
"['if', 'you', 'do', 'n', ""'"", 't', 'like', 'Trump', ',', 'your', 'the', 'minority', 'and', 'all', 'you', 'do', 'is', 'whine', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['hopefully', 'rep', 'of', 'ireland', 'have', 'supporters', 'like', 'this', 'crowd', 'at', 'the', 'euros', 'they', 'will', 'not', 'only', 'drink', 'the', 'town', 'dry', 'but', 'do', 'the', 'country', 'proud', 'not', 'like', 'the', 'english', 'fans', 'that', 'cant', 'even', 'hold', 'a', 'pint', 'that', 'white', 'fluffy', 'bird', 'thing', 'is', 'a', 'Bantam', 'Chicken', 'they', ""'"", 're', 'show', 'chickens', 'It', ""'"", 's', 'interesting', 'that', 'the', 'blood', 'is', 'the', 'red', 'bucket', '.']","['O', 'B-location', 'I-location', 'I-location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Is', 'that', 'a', 'coincidence', 'Rhett', '?']","['O', 'O', 'O', 'O', 'B-person', 'O']"
"['Zoo', 'saib', 'kawg', 'Dab', 'Laug', '.']","['O', 'O', 'O', 'O', 'O', 'O']"
"['Kuj', 'ua', 'ib', 'qhov', 'zoo', 'kawm', 'thiab', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Aaawww', ',', 'I', 'was', 'looking', 'forward', 'to', 'homefront', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-creative-work', 'O']"
"[':', '(', 'Well', ',', 'THANKS', 'OBAMA', '!']","['O', 'O', 'O', 'O', 'O', 'B-person', 'O']"
"[':', 'D', 'It', 'must', 'have', 'been', 'easy', 'to', 'pick', 'out', 'the', 'items', 'for', 'Link', ""'"", 's', 'side', ';', 'he', 'hates', '40', ',', '000', 'foods', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Do', 'not', 'kill', 'yourself', 'and', 'do', 'not', 'kill', 'others', ',', 'either', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Album', 'drops', 'on', 'my', 'birthday', '😌', 'Na', 'child', ""'"", 'll', 'stick', 'to', '13', 'reasons', 'why', 'When', 'you', 'use', 'the', 'spare', 'props', 'from', 'Game', 'of', 'Thrones', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-creative-work', 'I-creative-work', 'I-creative-work', 'O']"
['.'],['O']
['.'],['O']
"['thought', 'that', 'was', 'a', 'GTA', 'map', 'at', 'first', 'Loooool', 'you', 'two', 'together', 'give', 'me', 'life', '.']","['O', 'O', 'O', 'O', 'B-product', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['EAT', 'MA', 'AYYYSSSS', 'He', 'says', 'Honey', 'to', 'much', '!']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
['!'],['O']
['!'],['O']
['!'],['O']
"['Im', 'so', 'freaking', 'excited', 'for', 'all', 'the', 'vlogs', 'coming', 'this', 'month', 'it', ""'"", 's', 'ridiculous', '😁', 'love', 'ya', 'girl', '💕', 'Did', 'anyone', 'else', 'notice', 'gaby', 'gave', 'herself', 'more', 'soda', 'than', 'to', 'diego', 'Lol', ',', 'well', 'made', 'me', 'laugh', 'Fake', ',', 'guy', 'is', 'sitting', 'at', 'the', 'kerb', 'at', 'the', '24', 'sec', 'mark', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['It', ""'"", 's', 'always', 'Ewings', 'or', 'Fila', 'nigga', '!']","['O', 'O', 'O', 'O', 'B-product', 'O', 'B-product', 'O', 'O']"
"['Angela', ',', 'please', 'stop', 'asking', 'questions', 'irrelevant', 'to', 'the', 'great', 'joke', 'the', 'comedian', 'previously', 'tells', '!']","['B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Sincerely', ',', 'Viewers', 'Management', 'put', 'draymond', 'on', '1993', 'Phoenix', 'Team', '.']","['O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'B-group', 'I-group', 'I-group', 'O']"
['.'],['O']
"['that', 'team', 'woud', 'n', ""'"", 't', 'even', 'make', 'playoff', 'Strength', 'to', 'everyone', 'affected', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['I', 'made', 'a', 'miscalculation', 'last', 'night', 'and', 'I', 'regret', 'it', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Stay', 'safe', 'everybody', 'the', 'coming', 'days', 'as', 'I', 'understood', 'there', 'is', 'a', 'chance', 'of', 'more', 'to', 'come', '!']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
['!'],['O']
['!'],['O']
['!'],['O']
"['Ace', 'had', 'No', 'Chance', 'from', 'the', 'beginning', '.']","['B-corporation', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
['.'],['O']
['.'],['O']
"['sad', 'matchup', 'If', 'there', 'no', 'food', 'in', 'minecraft', 'like', 'if', 'this', 'idea', 'is', 'great', 'Francis', 'teaming', 'up', 'with', 'the', 'Trailer', 'Park', 'Boys', 'would', 'make', 'a', 'ultimate', 'team', 'up', 'How', 'old', 'are', 'you', 'Taylor', 'Hi', 'Fleur', ',', 'would', 'you', 'consider', 'helping', 'our', 'dog', 'rescue', 'charity', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-creative-work', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'B-group', 'I-group', 'I-group', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['We', 'met', 'you', 'at', 'Crufts', 'last', 'year', '.']","['O', 'O', 'O', 'O', 'B-location', 'O', 'O', 'O']"
"['We', 'have', 'some', 'very', 'poorly', 'dogs', 'requiring', 'surgery', 'and', 'need', 'some', 'fundraising', 'ideas', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['I', 'remember', 'that', 'the', 'voice', 'actor', 'of', 'the', 'waiter', 'in', 'the', 'original', 'TT', 'is', 'the', 'father', 'of', 'powerpuff', 'girls', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-group', 'I-group', 'O']"
"['where', 'was', 'it', '?']","['O', 'O', 'O', 'O']"
"['Turkey', '?']","['B-location', 'O']"
"['Beat', 'is', 'so', 'cold', '*', 'LIT', 'SCHMOOD', '*', 'that', ""'"", 's', 'dangerous', 'report', 'him', 'to', 'authorities', 'they', 'do', 'not', 'have', 'access', 'to', 'the', 'White', 'House', 'like', 'that', 'Hillary', 'lost', 'because', 'she', 'cheated', 'https', ':', '/', '/', 'counterpropa', '.']","['B-creative-work', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-location', 'I-location', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['com', '/', '7', '-', 'jaw-dropping-revelations-hearings-motion-dismiss-dnc-fraud-lawsuit', '/', 'he', 'looks', 'like', 'idubbbtv', 'Big', 'fan', 'of', 'Ps', '4', 'but', 'cannot', 'buy', 'due', 'to', 'poorty', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-creative-work', 'O', 'O', 'O', 'B-product', 'I-product', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
['.'],['O']
"['plzzz', 'help', 'us', '.']","['O', 'O', 'O', 'O']"
['.'],['O']
['.'],['O']
['.'],['O']
